gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
Gnat1,0,0,0,1,3,0
Clca4c-ps,0,0,0,0,0,0
Clca4b,0,0,0,0,0,0
Zfp791,5,7,1,4,0,0
Mcemp1,1350,2421,2091,2895,3402,2948
Krtdap,0,0,0,0,0,0
Klre1,6,3,1,14,7,9
Hic2,147,87,103,74,67,49
2310047D07Rik,4,10,6,8,18,9
Gm37385,0,0,0,0,0,0
Gm29395,7,8,5,2,5,5
Gm9112,0,0,0,0,0,0
Hnrnpd,2575,2147,2866,1821,1993,1774
Shisa3,3,1,0,0,8,0
1700011M02Rik,0,0,0,0,0,0
Apol10b,1,0,0,0,3,0
Olfr350,0,0,0,0,0,0
Gm7325,0,0,0,0,0,0
Utp14b,550,573,885,869,908,763
Rab11fip4os2,0,0,0,0,0,0
Mthfr-ps1,0,0,0,0,0,0
Platr15,0,0,0,0,0,0
Gm15540,0,0,0,0,0,0
Efcab9,4,5,7,3,10,7
Gm13133,2,0,0,0,1,0
Cd101,10,17,19,105,121,96
Gm16084,0,0,0,0,0,0
Bbox1,2,1,0,0,0,0
Prima1,0,0,0,0,0,0
Slain2,2105,1732,2337,2225,2629,2065
Zranb3,583,418,606,361,396,294
Olfr791,0,0,0,0,0,0
Gm37657,0,0,0,0,0,0
1700120G11Rik,0,0,0,0,0,0
Wfdc15a,1,0,2,0,0,0
Xrcc1,349,287,461,270,248,188
Celsr3,522,627,619,601,605,440
Samhd1,6508,4879,3755,4872,4580,3628
Sla2,88,28,57,27,34,18
1110008F13Rik,987,776,1219,604,895,611
Ndrg3,513,350,518,297,338,265
Dsn1,590,605,726,476,558,371
Tbl1xr1,5321,6233,7595,5873,6900,5808
Kl,0,0,0,0,0,0
Wdr91,457,262,342,251,292,207
Cfhr3,0,0,0,0,0,0
Olfr108,0,0,0,0,0,0
Abhd11,404,345,544,192,228,150
Matn1,0,0,3,0,4,0
Necab1,0,0,0,0,0,0
Adam22,27,25,42,12,24,7
Zfp637,73,88,148,24,47,28
Yes1,57,111,97,197,330,188
Gm43859,44,32,34,46,34,33
H2-DMb1,82,54,98,46,43,38
Cxcr5,10,4,2,2,0,1
Gm11146,0,0,0,0,0,0
Gm5741,4,3,2,0,1,0
Lrrc4b,0,0,0,0,0,0
Ngrn,428,339,482,292,315,239
Mir22hg,118,118,91,128,139,95
Igkv13-87,0,0,0,0,0,0
Gm13429,0,0,0,0,1,0
Gm12702,0,0,0,0,0,0
Gm11520,3,0,2,6,5,3
Gm11614,0,0,0,0,0,0
Eif2c5,0,0,0,0,0,0
Gm12609,1,0,0,0,1,0
Vmn1r-ps5,0,0,0,0,0,0
BC053393,0,0,0,0,0,0
Olfr1020,0,0,0,0,0,0
Pla2g4f,0,1,4,0,0,1
Fgd6,530,510,403,379,454,313
Gm42872,57,85,41,86,106,78
Gm21833,0,0,0,0,0,0
Gm16566,0,0,0,0,0,0
Gm2245,0,0,2,0,0,0
4933405O20Rik,0,0,0,0,0,0
Gm5766,0,0,0,0,1,0
Olfr637-ps1,0,0,0,0,0,0
Tmem19,683,428,783,345,544,326
Calb2,0,0,0,0,0,0
Olfr347,0,0,0,0,0,0
Gm17494,9,1,5,5,3,5
Pla1a,1,3,1,0,7,0
Dynlt1-ps1,1094,1028,991,710,915,673
Xlr5c,0,0,0,0,0,0
H2af-ps,10,8,3,4,4,1
4930535O05Rik,0,0,0,0,0,0
Olfr197,0,0,0,0,0,0
Clec4b2,139,166,123,503,543,477
Xlr4b,344,540,477,444,565,337
Tnip3,17,17,11,5,9,17
Gm6472,10205,10038,8886,9267,9155,7527
Fam177a,0,0,0,0,0,0
Ighd5-7,0,0,0,0,0,0
Gm7138,0,0,0,0,0,0
Hoxd1,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0
Gm6215,0,0,0,0,0,0
Gm43190,0,0,0,0,0,0
Gm42660,0,0,0,0,0,0
1700020N18Rik,1,2,3,2,0,0
Trav6-4,0,0,0,0,0,0
Olfr339,0,0,0,0,0,0
Olfr883,0,0,0,0,0,0
Gm21560,0,0,0,0,0,0
Gm43221,0,0,0,0,0,0
Gm42704,0,0,0,0,0,0
Pnck,14,3,5,6,2,1
Idh3g,1233,777,1553,457,559,369
Fam98a,856,647,775,490,683,437
Gm28851,0,0,0,0,0,0
Bcap31,1493,1254,1380,530,714,443
Ssr4,1384,1536,1637,922,1293,858
C4bp-ps1,1,0,3,1,0,0
Myh14,0,0,0,0,0,0
Gm21645,0,0,0,0,0,0
Gm15089,0,0,0,0,0,0
Stard5,390,358,531,382,459,273
Vmn1r151,0,0,0,0,0,0
Gm29236,0,1,0,0,0,0
RP23-267I20.3,0,0,0,0,0,0
RP23-361A18.4,0,0,0,0,0,0
RP23-291B1.2,0,1,0,0,2,0
Gm19967,75,92,57,122,110,90
RP23-137A24.6,3,4,9,5,3,6
Tmco6,104,99,136,126,125,75
Olfr1159-ps1,0,0,0,0,0,0
Zcchc9-ps,0,2,3,0,0,0
Gm15376,115,101,82,121,77,67
Pex13-ps,0,0,0,0,0,0
Cdc34,364,271,523,157,203,111
1700016G22Rik,1,1,2,3,1,0
Gm28101,0,0,0,0,0,0
A830008E24Rik,3,1,1,0,0,1
Gm14483,0,0,0,0,0,0
Gm28374,2,5,4,2,6,1
Gm28277,20,15,15,24,14,9
Gm20379,0,1,1,1,1,1
Gm28192,2,3,1,9,7,3
Gm14661,0,0,0,0,0,0
Gm9821,0,0,0,0,0,0
Gm21834,0,0,0,0,0,0
Ptma-ps1,0,0,0,0,0,0
Gm21984,11,8,9,9,18,12
Igkv3-5,0,0,0,0,0,0
Igkv3-9,0,0,0,0,0,0
Zscan4b,0,0,0,0,0,0
Vmn1r206,0,0,0,0,0,0
Zfp428,10,4,11,2,0,0
Gm28233,0,0,0,0,0,0
Gm20915,0,0,0,0,0,0
1700112H15Rik,0,0,0,0,0,0
Gm20898,0,0,0,0,0,0
Esp8,0,0,0,0,0,0
Gm20324,12,13,20,15,11,9
1700030O20Rik,0,0,0,0,0,0
Gm28638,0,0,0,0,0,0
Gm20827,0,0,0,0,0,0
Gm29244,0,0,0,0,0,0
Tgif2lx2,0,0,0,0,0,0
Gm29079,0,0,0,0,0,0
Gm29587,0,0,0,0,0,0
Gm7740,0,0,0,0,0,0
Krtap28-10,0,0,0,0,0,0
Skida1,5,0,2,1,0,1
Iigp1,150,348,55,545,124,164
Utp18,574,379,545,264,327,224
Gbp11,15,4,3,1,3,2
Olfr1240,1,0,3,0,0,0
Gm28539,61,74,83,33,25,71
Scgb1b14-ps,0,0,0,0,0,0
Gm28270,0,0,0,0,0,0
Gm10421,0,0,0,0,0,0
Gm28653,0,0,0,2,0,0
Zbed4-ps2,0,0,0,0,0,0
Scgb2b21,0,0,0,0,0,0
Gm29070,0,0,0,0,0,0
Gm8897,0,0,0,0,0,0
Vmn2r122,0,0,0,0,0,0
Vmn1r117,0,0,0,0,0,0
Gm17535,0,0,0,0,0,0
Vmn1r79,2,0,0,0,0,0
Gm21836,0,0,0,0,0,0
Gm28105,0,0,0,0,0,0
2210407C18Rik,0,0,0,0,0,0
Kctd10,1177,830,1342,781,1114,657
Obox4-ps18,0,0,0,0,0,0
Tas2r108,4,0,1,2,5,0
Cfap61,2,2,0,0,0,0
Ddx1,1884,1538,2251,732,755,555
Arhgap10,368,284,457,466,362,343
Slc13a2,0,0,2,1,0,1
Rxrb,785,554,970,420,462,355
Baat,6,1,2,0,3,0
Cpeb3,53,32,21,59,28,25
Gm16354,0,0,0,0,0,1
Gm13154,231,196,162,275,321,243
Aurkaip1,423,381,396,267,289,222
Ache,119,38,106,133,44,43
Gm21841,0,0,0,0,0,0
Arl14,0,3,0,2,0,1
Srf,687,461,943,402,489,306
Klhl5,1766,1541,2010,1577,1948,1382
Cyp3a41b,0,0,0,0,0,0
Gm43598,17,19,9,10,9,2
Gm43860,92,93,92,40,52,41
Gm5464,24,22,24,13,24,19
Zcchc18,20,10,5,1,4,0
Ankrd42,12,17,11,8,9,8
Gm7873,0,0,0,0,0,0
Atg2b,2031,1414,2046,1279,1393,971
Wrap53,260,133,334,134,140,106
Bdkrb1,0,0,0,0,0,0
Vmn2r-ps69,0,0,0,0,0,0
Gm2930,0,0,0,0,0,0
Morf4l2,2157,2054,2130,1214,1297,817
Alox12,892,202,468,428,156,159
Kir3dl1,19,3,0,6,0,5
Plp1,43,27,18,39,20,19
Arvcf,44,27,17,21,20,17
RP23-20K24.10,2,1,0,0,7,0
RP23-246J18.4,0,0,0,0,0,0
RP24-108G5.5,1,2,5,4,8,3
RP23-436D14.5,0,0,0,0,1,0
Olfr442-ps1,0,0,0,0,0,0
RP24-89H23.2,0,0,0,0,0,0
RP23-62E15.1,6,3,2,5,1,0
RP23-248L4.8,25,13,9,34,17,22
RP23-148H17.4,0,0,0,0,0,0
Hira,1279,864,1244,817,998,642
Qk,6252,5395,5798,5545,5984,4868
Trim54,0,4,0,1,0,0
Lmnb2,1242,662,1680,613,850,598
Wisp3,0,1,0,1,0,0
Gm10109,3,0,0,0,1,0
Pgk1,5487,6076,7423,2803,4142,2709
Gm5334,0,0,0,0,0,0
AC133095.1,0,0,0,0,0,0
Gm21962,0,0,0,0,0,0
Dnajb6,1148,1008,864,905,1022,755
Mpz,2,1,4,0,1,2
Olfr324,0,0,0,0,0,0
Mrpl40,236,242,360,178,194,129
Olfr1297,0,0,0,0,0,0
Speer4f2,0,0,0,0,0,0
Gm17275,0,0,0,0,0,0
Mrpl53,28,27,23,22,21,11
Mthfr,426,403,353,199,205,135
Bnip3l,2735,2835,2044,2724,3454,2595
1700003E16Rik,0,0,0,0,0,0
Ebf2,2,5,2,6,0,7
Kmt2e,3759,3492,4847,4332,4960,4063
Mad2l2,76,68,119,52,64,24
Nefm,0,0,0,0,0,0
Fbxo44,5,3,2,0,0,4
Adam7,0,0,0,0,0,0
Wdr62,480,360,495,317,250,276
Gm43132,0,0,0,0,0,0
Gm43285,2,0,1,0,5,0
Gm43740,0,0,0,0,0,0
4930431L21Rik,0,0,0,0,0,0
Gm43024,139,156,157,198,182,125
A430073D23Rik,2,4,3,3,3,3
Gm42589,13,8,1,9,9,3
Sema7a,46,22,38,31,32,28
Slc22a23,153,23,53,55,39,26
Trpm4,47,35,53,42,25,22
Ovca2,291,182,262,90,198,102
Traj7,1,0,0,0,0,0
Efcab10,0,0,0,0,0,0
Twistnb,817,831,737,554,535,471
Kif17,200,142,168,125,142,112
Atp6v1c2,3,8,12,29,46,28
Nat1,1,0,1,0,0,2
Atxn7l1,2021,1968,2249,2228,2828,1779
Cpeb1,5,0,2,6,8,10
Cda,0,0,0,0,0,0
Pink1,704,405,507,236,357,234
Ddost,3456,2136,4722,804,1089,571
Pla2g2c,0,0,0,0,0,0
Rptor,1146,844,1149,640,838,503
Eif4a3,1207,735,1663,392,555,328
Vwa5b1,0,0,0,1,1,0
Ly6f,0,0,0,0,0,0
Ly6g,100,566,180,3371,3761,2882
Gm15995,1,1,1,1,1,1
Gm16556,4,13,5,12,28,20
Ly6e,3871,1927,3456,1183,1448,728
Gm16161,3,3,0,1,0,3
Dnaja1-ps,1,1,2,1,0,1
Ly6c2,1105,643,367,669,544,412
Gm16029,0,0,0,0,0,0
Cyp11b2,0,0,0,0,0,0
Gm15109,0,0,0,0,0,0
1700086P04Rik,2,3,5,0,1,2
Gm10439,0,0,0,0,0,0
Mrc2,51,26,31,25,21,21
Tlk2,1244,1173,1228,1089,1134,982
Lig3,1275,883,1556,852,1167,770
Rffl,981,915,1111,1417,1463,1054
Mettl2,348,237,380,184,213,111
Efcab3,3,0,0,0,0,0
Nle1,236,129,212,100,93,71
Cct6b,2,16,11,6,8,6
Gm18349,0,0,0,0,0,0
Gm28969,0,0,0,0,0,0
Gm29296,0,0,0,0,0,0
Gm28520,0,0,0,0,0,0
Gm28972,0,0,0,0,0,0
Gm28630,0,0,0,0,0,0
Gm28065,0,0,0,0,0,0
Gm20883,0,0,0,0,0,0
Gm4319,3,2,0,0,1,0
Ninj1,245,128,160,57,83,43
Zc3h7a,5338,5671,6062,6590,7026,5949
Gm2449,9,15,13,20,22,20
Fam101a,0,0,0,0,0,0
1110007C09Rik,153,162,209,110,129,76
2900072N19Rik,0,0,0,0,0,0
Mrps34,342,195,239,123,133,99
Prl3a1,0,0,0,0,0,0
A230050P20Rik,159,112,146,120,107,68
Man2a2,1811,1423,2153,1320,1426,1068
1700041M05Rik,0,0,0,0,0,0
Ctu1,136,56,129,40,47,33
Gm13113,0,0,0,0,0,0
2610027K06Rik,0,0,0,0,0,0
Gm16364,0,0,0,0,0,0
Gm14041,0,0,0,0,0,0
Gm15979,4,9,7,5,12,12
4930417H01Rik,0,1,0,0,0,0
Pcgf6,136,87,102,66,54,43
Samt4,0,0,0,0,0,0
Nr0b1,0,0,0,0,0,0
5430427O19Rik,584,427,378,470,374,337
Gk,748,780,831,846,844,669
Ulk3,145,139,152,137,136,120
Fbxo22,724,570,847,407,580,438
4930591A17Rik,0,0,0,0,0,0
1700017B05Rik,788,401,738,336,405,227
9330171B17Rik,0,0,0,0,0,0
Zc3hc1,272,217,278,116,174,108
Gipc2,3,0,0,2,4,0
Whrn,42,14,34,16,10,28
Mpi,227,174,294,179,161,108
Ube2q2,1290,1057,1194,563,964,733
Vmn2r-ps45,0,0,0,0,0,0
Thrb,72,34,16,12,10,8
1700092K14Rik,0,0,0,0,0,0
Vdac2,3065,2402,4017,1623,2286,1500
Samd8,1058,1218,1190,1606,2030,1700
Comtd1,89,46,121,70,56,30
Nkiras1,155,135,129,84,127,43
Nr1d2,403,358,267,381,377,307
Ube2e1,1392,1327,1250,1177,1168,976
Gm8835,0,0,0,0,0,0
Gm15587,0,0,0,0,0,0
Tmem121,9,0,4,1,0,0
Clec4a1,711,548,237,158,139,138
Cep112os1,0,0,0,0,0,0
1700025D23Rik,0,0,0,0,0,0
Plxna4os1,2,0,0,0,0,0
Gm14546,0,0,0,0,0,0
Gm11827,10,20,11,9,19,13
4930527A07Rik,0,0,0,0,0,0
Gm13070,0,0,0,0,0,0
Gm15969,0,0,0,0,0,0
Clec16a,1044,787,1054,954,1061,848
Gm16362,0,0,0,0,0,0
Gm26716,0,0,0,0,0,0
Creb5,12,17,17,18,16,11
Hrh1,2,0,0,0,1,2
Ccdc85a,2,1,3,6,2,3
4933431K14Rik,37,24,38,6,16,9
Arhgef17,95,25,50,50,36,29
Cyb5r4,1358,1535,1550,1396,1999,1260
Smap2,1607,1007,1254,978,1340,858
Cenpj,790,1110,1171,1272,1506,1258
Hspa4,3405,2609,3679,2035,2186,1872
Fbxo39,5,2,0,2,0,3
C530008M17Rik,273,103,167,119,110,51
Ampd1,6,23,8,12,1,3
Serbp1,6112,5620,5583,5745,5563,4913
Olfr389,0,0,0,0,0,0
Olfr401,0,0,0,0,0,0
Tmem258,154,196,248,126,149,103
Nkx6-3,0,0,0,0,0,0
Adipoq,107,36,44,15,15,15
Fetub,0,0,0,0,0,0
Ighv1-49,0,0,0,0,0,0
Hrg,0,0,0,0,0,0
Samsn1,1638,2332,1552,1599,2710,1909
Kng1,23,24,26,23,37,19
Gm3370,0,0,0,0,0,0
Med14,2986,2394,3222,2232,2592,2077
Gm38039,1,0,0,0,0,0
Gpcpd1,1494,1729,1251,1918,2198,1836
Rasgrp1,62,75,14,25,17,16
Fsip1,2,0,0,0,0,2
4921508D12Rik,0,0,0,0,0,0
Pcna,1870,1824,1841,1361,1525,1177
Slc23a2,737,628,624,571,510,412
Tmem230,241,224,260,160,232,189
Pou4f1,3,2,2,2,0,5
Fam98b,570,445,594,325,372,234
Gm8005,0,0,0,0,0,0
Tmem238,30,16,46,17,25,12
Rpl28,121,81,131,115,86,49
Sbk2,1,1,5,0,0,0
Depdc5,1359,1081,1468,1116,1026,761
U2af2,2025,1149,2240,909,1138,680
Taar9,0,0,0,0,0,0
Vgf,0,0,0,0,0,0
Vcam1,3522,2688,2223,2275,2289,1554
Extl2,335,251,243,165,217,146
Lrrc39,10,13,8,3,10,3
Col11a1,132,60,38,19,27,24
Neurog2,0,0,0,0,0,0
Olfm3,0,0,0,0,0,0
Larp7,620,536,720,282,357,276
Rsc1a1,1550,1095,2045,760,1093,611
Mmp2,131,72,97,43,39,38
St3gal2,613,413,636,707,883,698
Gnao1,23,6,10,8,6,7
Ttc25,14,5,9,0,3,1
Cnp,505,219,271,153,140,87
Krt6b,0,0,0,0,0,0
Krt18,30,15,28,3,7,11
Olfr263,0,0,0,0,0,0
Soat2,28,43,168,18,14,15
Csad,111,85,100,60,69,32
Amhr2,2,1,0,4,1,0
Igfbp6,7,7,12,2,2,2
Prr13,466,426,520,536,522,439
Gm37660,58,51,31,16,24,19
Gm10513,0,0,0,0,0,0
BC002189,0,0,0,0,0,0
Gm37661,2,0,0,0,1,0
Gm37662,0,0,0,0,0,0
Gm9121,0,0,0,0,0,0
Gm37663,256,197,167,252,218,216
Gm21736,0,0,0,0,0,0
Mxra8os,0,4,1,0,0,0
Pgap1,539,366,240,591,277,426
Hspe1,927,682,902,398,399,275
G0s2,62,90,102,201,131,160
Ppp2cb,1315,1309,2063,846,1307,716
Vmn2r75,0,0,0,0,0,0
Olfr170,0,0,0,0,0,0
Olfr399,0,0,0,0,0,0
Rasgef1a,10,13,7,18,21,9
Olfr62,0,0,0,0,0,0
Ccl8,6,36,25,7,15,6
4930558C23Rik,0,0,0,0,0,0
4933415J04Rik,0,0,0,0,0,0
Gm42456,1,0,0,0,2,0
Gm43838,0,0,0,0,0,0
Gm43063,0,0,0,5,0,1
Sult1c2-ps1,0,0,0,0,0,0
Gm42973,10,5,6,6,2,10
Mtmr11,15,9,8,14,17,10
Clec14a,31,19,14,44,30,21
Ifit2,672,837,740,843,890,917
Gm26559,0,0,0,0,0,0
D17H6S53E,237,213,312,214,344,171
A430060F13Rik,0,0,0,0,0,0
Olfr266,0,0,0,0,8,1
Amy2b,0,0,0,0,0,0
Tas2r126,1,0,1,6,2,5
Wnk4,20,4,8,16,15,5
Gm10855,6,3,0,5,0,3
Gm13262,0,0,0,0,0,0
Zfp738,793,869,743,1006,884,745
Olfr775,0,0,0,0,0,0
Sprr2a1,0,0,0,0,0,0
Thop1,348,165,380,55,84,49
Mrpl52,52,62,62,43,44,28
Gm11595,0,0,0,0,0,0
Gm20862,0,0,0,0,0,0
Olfr123,0,0,0,0,0,0
Lrrc3b,0,0,0,0,0,0
Dpy19l4,1782,2082,1888,1833,2154,1414
Olfr835,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0
Faim,258,174,262,146,162,119
Pik3cb,1292,1478,2144,2282,3153,2201
Dbr1,425,428,545,354,415,344
Armc8,1215,1178,1324,1083,1357,965
Rhox6,0,0,0,0,0,0
5430419D17Rik,0,0,0,3,0,0
Htra1,17,17,16,6,4,6
Gm20454,0,0,0,0,0,0
Qpct,35,10,7,34,23,13
Man2a1,5443,4504,5783,3590,4653,3086
Obp2b,0,0,0,0,0,0
Cebpz,1607,1344,1477,778,920,757
Ndufaf7,246,176,222,122,151,119
Gm16316,51,26,17,30,38,17
Gm6890,0,0,0,0,0,0
Gm5936,0,0,0,0,0,0
Gm6880,0,0,0,0,0,0
C030048H21Rik,0,0,0,0,0,0
Gm5640,0,0,0,0,0,0
Gm13063,0,0,0,0,0,0
1700027A07Rik,0,0,0,0,0,0
Gm15723,0,0,0,0,0,0
A930006K02Rik,31,31,28,12,16,14
2610204G07Rik,0,0,1,0,0,0
1700095J07Rik,0,0,0,0,0,0
Gm16278,4,6,2,3,0,5
Gm12523,0,2,2,0,0,0
Ccdc114,71,71,115,82,67,38
Scamp2,1165,749,1393,547,676,445
Arntl2,35,24,37,16,15,10
Ankrd6,22,9,8,8,18,14
Fmo1,173,68,47,77,56,60
Gm12279,2,2,2,2,3,0
Vmn1r230,0,0,0,0,0,0
Gm9867,0,0,0,0,0,0
Minos1,946,915,837,401,482,441
Obox6,0,0,0,0,0,0
Mapk4,48,91,95,77,113,69
Me2,2847,2332,3254,1671,2682,1685
Ngfr,2,8,1,0,1,1
Wdr86,14,10,8,9,8,11
Wnt3,0,0,0,0,0,0
Galr1,0,0,0,0,0,0
Fer,208,269,242,403,536,373
Wnt9a,0,1,0,0,0,0
Gm37049,0,0,0,0,0,0
Olfr1385,0,0,0,0,0,0
Lrrc66,33,7,6,2,5,3
H2-K2,42,44,103,62,62,58
H2-M9,6,12,17,1,2,2
Ddx27,811,462,1005,352,379,287
Pnpo,844,493,858,297,452,236
Vmn2r-ps84,0,0,0,0,0,0
Cspp1,2125,2413,2191,2992,3448,2982
Yars2,295,218,264,213,219,162
Igsf11,1,0,0,0,0,0
Fgf3,9,9,3,4,2,12
Tfrc,5921,4263,3011,4253,5418,3355
Gm6460,0,0,0,0,0,0
Frem1,0,8,4,4,0,2
Cherp,972,585,1208,425,515,299
Surf2,177,145,206,149,100,127
Nron,0,0,0,0,0,0
Xlr3d-ps,0,0,2,0,3,0
Ube2d-ps,103,85,133,114,78,46
Iqca,0,0,0,0,0,0
Fam136a,454,345,330,189,207,160
Cldn34b2,0,0,0,0,0,0
Cml3,0,1,0,0,0,0
Rps21,1068,897,1429,409,475,319
Scly,439,360,392,361,350,309
AY512931,0,0,0,0,0,0
Bmp6,16,8,14,14,8,5
Mup3,0,0,0,0,0,0
Tlr4,296,387,2054,358,440,329
Slc31a1,1334,1155,1517,1045,1046,796
Fkbp15,2791,2154,2752,2173,2536,1902
Slc31a2,731,725,685,1164,802,1028
Mup21,0,0,0,0,0,0
Dph6,655,545,484,462,413,325
Trim12c,355,383,271,457,356,397
Sqstm1,1302,941,1668,526,862,448
Olfr1301,0,0,0,0,0,0
Gm28045,0,0,3,0,0,0
Defa-ps14,0,0,0,0,0,0
Olfr990-ps1,0,0,0,0,0,0
7630403G23Rik,0,0,0,0,0,0
Robo2,18,4,6,8,8,3
Nav2,1362,961,1170,953,938,657
Pld5,0,0,0,0,0,0
Lrrn1,9,0,3,0,2,0
Gm15113,0,0,0,0,0,0
Hdgfl1,0,0,0,0,0,0
Gm15287,0,0,0,0,0,0
Gm27194,2,2,1,1,1,3
Gm5862,0,0,0,0,0,0
Gm42798,237,233,240,422,371,297
Gm10048,1,0,0,0,0,0
Tmem265,4,7,3,5,4,4
Gm37666,236,309,308,493,488,377
Gm37667,0,0,0,0,0,0
Gm37668,0,0,0,0,0,0
Gm37669,4,2,8,3,1,1
Gm43166,1,0,0,0,0,0
Aldh7a1,92,58,115,31,46,28
Psmc3ip,87,64,132,69,80,72
Plxnb1,15,10,3,10,8,4
Gper1,0,0,0,0,0,1
Gm9915,0,0,0,0,0,0
Dennd4a,4996,5304,6485,5854,7498,5671
Gm42556,0,0,0,0,0,0
Gm20052,0,0,0,0,0,0
Naca,2194,2345,2627,1815,1858,1540
Ddhd2,977,938,1052,822,952,665
Rag1,895,205,22,3,5,28
Gm43086,0,0,0,0,0,0
Gm43636,0,0,0,0,0,0
Gm43298,0,0,0,0,0,0
Gm43791,0,0,0,0,0,0
Gm42735,90,109,125,181,159,129
Gm42740,0,0,0,0,0,0
Gm42849,12,13,10,10,9,5
Gm29207,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0
Gm28458,0,0,0,0,0,0
Gm43807,76,123,88,137,117,122
2410022M11Rik,61,45,27,33,41,37
Gm29290,1,0,0,0,0,0
Gm28952,0,0,0,0,0,0
Mpst,185,130,304,143,186,105
Gm28046,5,0,6,2,0,6
Apol7e,4,1,3,4,11,0
Vmn2r110,0,0,0,0,0,0
Paxip1,1322,1047,1534,1114,1235,939
Rmnd5a,2057,1602,2189,1302,1665,1625
Csf2rb2,1022,1195,2268,984,1226,755
Mov10,295,200,157,260,297,157
Ppm1j,1,2,2,0,0,1
Olfr1280,0,0,0,0,0,0
Ncf4,2889,3036,5308,4123,5079,3441
Gm28532,0,0,0,0,0,0
Gm19582,0,1,0,0,0,1
Gm28979,0,0,0,0,0,0
Akp-ps1,0,0,0,0,0,1
Sco2,82,24,78,15,31,0
Gm8032,0,0,0,0,0,0
Gm16982,0,0,0,0,0,0
Scaf1,1319,939,1337,861,861,678
Pmepa1,15,14,11,17,14,17
Hfe2,2,8,0,7,5,1
Foxf2,0,0,0,0,0,0
1700018A04Rik,1,0,0,0,0,0
Plxna1,249,141,162,130,153,84
Gm5382,0,0,0,0,0,0
Gm4890,59,50,65,37,31,22
Olfr687,0,0,0,0,0,0
Sf3b5,203,100,207,40,62,26
AW011738,27,20,26,35,21,13
Gm10190,0,0,0,1,0,0
Gm10188,0,0,0,0,0,0
Olfr381,0,0,0,0,0,0
Olfr380,0,0,0,0,0,0
Olfr704,0,0,0,0,0,0
Smim10l1,999,740,1174,804,1004,858
Olfr31,0,0,0,0,0,0
Gm26717,2,0,0,0,0,0
Tcirg1,3177,2829,3812,2728,2789,1891
4930550C17Rik,0,0,0,0,0,0
9430065F17Rik,0,2,0,1,0,1
Coasy,500,365,640,242,310,182
Fah,215,293,595,232,317,163
Gm26719,0,0,0,0,0,0
Gm26545,0,0,0,0,0,0
Gm10390,4,5,0,3,0,0
Sh3gl3,0,0,3,0,0,0
Dvl2,372,216,332,131,186,105
Nr1d1,17,9,21,17,28,9
Olfr689,0,0,0,0,0,0
Cacnb1,67,24,30,18,15,14
Fbxl20,2690,2313,2079,1725,1845,1522
Asgr1,0,0,0,0,0,0
Dlg4,218,123,155,114,129,92
A230052G05Rik,0,0,0,0,0,0
Gm4755,0,2,0,0,4,0
Gm26720,0,0,0,0,0,0
Thap3,76,54,68,55,49,40
Gm26722,0,0,0,0,0,0
Gm26546,13,15,9,18,15,10
Fmr1os,5,8,3,10,9,7
Gm26723,0,0,0,0,0,0
Gm4221,1,11,5,4,7,15
Fbxl5,3553,5539,4746,6342,7956,5825
Gm29057,0,0,0,0,0,0
Gm28329,0,0,0,0,0,0
Dnttip2,1012,1102,904,919,932,843
Parp10,378,241,448,367,306,209
Gm20815,0,0,0,0,0,0
Gm28471,0,0,0,0,0,0
Rbpms,88,46,45,33,18,18
Gtf2e2,778,825,835,838,958,712
Gsr,3985,3624,6229,2333,3669,2281
Wrn,1780,1715,2032,1551,1750,1127
C1ra,75,36,67,44,30,39
Lrrc32,143,31,89,3,37,2
Magohb,138,128,117,66,90,77
Ybx3,1114,561,1232,374,422,284
5033426O07Rik,0,0,0,0,0,0
Zfp605,90,128,113,151,242,106
4930526L06Rik,0,0,0,0,0,0
Gm26724,0,0,0,0,0,0
C330013E15Rik,11,8,11,4,10,4
Gm26725,0,0,0,0,0,1
Kdm5a,4447,4430,3924,3672,4262,3522
Gm9917,11,4,6,9,12,4
9330111N05Rik,6,3,1,0,3,0
Sva,0,0,0,0,0,0
Klra2,203,221,73,85,95,80
Gm20467,4,11,4,1,4,2
Xab2,1321,876,1421,593,766,502
Gm4961,0,0,1,0,0,0
H2-Q3,0,0,0,0,0,0
Gm42768,0,0,0,0,0,0
Gm43601,0,0,0,0,0,0
Gm18359,0,0,0,0,0,0
A430048G15Rik,0,0,0,0,0,0
Gm20444,19,28,33,22,19,16
Gm20806,0,0,0,0,0,0
Gm43306,2,2,0,0,0,0
Vmn2r-ps24,0,0,0,0,1,0
Srp54a,3,3,3,3,3,3
P2ry6,42,54,53,51,48,35
Id1,344,311,515,404,414,364
Gm29999,0,0,0,0,0,0
Gm37671,0,0,0,0,0,0
Snurf,0,0,0,0,0,0
Gm8098,0,0,0,0,0,0
Gm37059,0,0,0,0,0,0
Gm37673,0,0,0,0,0,0
Trbv7,0,0,0,0,0,0
Gm7173,5,8,14,6,8,7
Gm37675,44,31,44,38,22,19
Gm15701,0,0,0,0,0,0
Gm5416,0,0,3,0,2,0
Iglc4,0,0,0,0,0,0
Vsx1,0,0,0,0,0,0
Tmem14a,18,14,18,9,23,0
