,TCGA-DD-A11D-01A-11R-A131-07,TCGA-DD-AACT-01A-11R-A41C-07,TCGA-G3-AAUZ-01A-11R-A38B-07,TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000228013,15,10,24,21
ENSG00000228014,0,0,0,0
ENSG00000228015,0,0,0,0
ENSG00000228016,0,2,0,0
ENSG00000228019,0,0,2,0
ENSG00000228020,0,0,0,0
ENSG00000228021,0,1,1,0
ENSG00000228022,2,1,0,0
ENSG00000228024,0,1,0,0
ENSG00000228027,0,0,0,0
ENSG00000228028,1,1,0,1
ENSG00000228030,0,0,0,0
ENSG00000228031,0,0,0,0
ENSG00000228033,2,0,2,0
ENSG00000228034,0,0,0,0
ENSG00000228035,0,0,0,0
ENSG00000228036,1,0,0,0
ENSG00000228037,1,4,15,3
ENSG00000228038,0,0,0,0
ENSG00000228039,3,0,11,5
ENSG00000228040,0,0,0,0
ENSG00000228041,0,0,0,0
ENSG00000228042,0,0,0,0
ENSG00000228043,5,7,4,5
ENSG00000228044,1,0,1,1
ENSG00000228045,0,0,0,0
ENSG00000228046,0,0,0,0
ENSG00000228048,0,0,0,0
ENSG00000228049,0,0,0,0
ENSG00000228050,0,4,1,0
ENSG00000228051,0,0,0,0
ENSG00000228053,1,1,11,5
ENSG00000228054,0,0,0,0
ENSG00000228055,0,1,33,63
ENSG00000228056,1,0,0,0
ENSG00000228057,37,3,11,40
ENSG00000228058,0,1,0,0
ENSG00000228060,3,0,0,0
ENSG00000228061,0,0,1,0
ENSG00000228063,5,2,0,5
ENSG00000228064,0,0,0,0
ENSG00000228065,34,17,15,47
ENSG00000228067,0,0,0,0
ENSG00000228069,1,1,0,0
ENSG00000228071,0,2,6,4
ENSG00000228072,0,0,0,0
ENSG00000228073,0,0,0,0
ENSG00000228074,0,0,0,0
ENSG00000228075,0,0,0,0
ENSG00000228076,0,0,0,2
ENSG00000228078,3,16,2,1
ENSG00000228079,0,2,1,0
ENSG00000228081,0,0,0,0
ENSG00000228082,0,0,0,0
ENSG00000228083,0,0,0,0
ENSG00000228084,20,13,23,31
ENSG00000228085,0,0,0,0
ENSG00000228086,0,0,0,0
ENSG00000228089,0,0,0,0
ENSG00000228092,0,0,0,0
ENSG00000228095,0,0,0,0
ENSG00000228097,0,0,0,0
ENSG00000228098,0,0,0,0
ENSG00000228100,0,0,1,0
ENSG00000228105,0,0,0,0
ENSG00000228106,69,136,221,156
ENSG00000228107,7,1,0,0
ENSG00000228108,0,0,3,0
ENSG00000228109,1,18,23,4
ENSG00000228110,3,0,0,3
ENSG00000228111,0,0,1,0
ENSG00000228112,0,0,0,0
ENSG00000228113,0,2,0,1
ENSG00000228115,0,0,0,0
ENSG00000228118,0,1,0,0
ENSG00000228120,0,0,0,0
ENSG00000228121,0,0,1,0
ENSG00000228122,0,0,0,0
ENSG00000228123,0,0,0,0
ENSG00000228124,0,0,0,1
ENSG00000228125,0,0,0,0
ENSG00000228126,4,1,0,5
ENSG00000228127,0,0,0,0
ENSG00000228131,0,0,0,0
ENSG00000228132,0,0,0,0
ENSG00000228133,4,21,26,29
ENSG00000228134,0,0,0,0
ENSG00000228135,0,0,0,0
ENSG00000228136,0,0,0,0
ENSG00000228137,3,1,0,0
ENSG00000228139,1,0,0,0
ENSG00000228140,1,2,2,3
ENSG00000228141,0,1,1,0
ENSG00000228142,0,0,0,0
ENSG00000228143,0,0,0,0
ENSG00000228144,1,0,1,0
ENSG00000228146,215,287,612,54
ENSG00000228149,0,1,1,2
ENSG00000228150,1,4,5,2
ENSG00000228151,0,0,0,0
ENSG00000228153,0,0,0,0
ENSG00000228154,0,0,0,0
ENSG00000228156,0,0,0,0
ENSG00000228157,0,0,0,0
ENSG00000228158,38,22,28,43
ENSG00000228159,0,0,0,0
ENSG00000228160,0,0,0,0
ENSG00000228161,0,0,0,0
ENSG00000228162,0,0,0,0
ENSG00000228165,0,0,0,0
ENSG00000228166,0,1,0,0
ENSG00000228167,0,0,0,0
ENSG00000228168,0,0,13,4
ENSG00000228169,0,0,0,0
ENSG00000228170,0,0,0,0
ENSG00000228171,0,0,0,0
ENSG00000228172,16,22,10,32
ENSG00000228173,0,0,0,0
ENSG00000228174,1,0,0,0
ENSG00000228175,30,45,76,32
ENSG00000228176,0,0,0,0
ENSG00000228181,0,0,2,0
ENSG00000228182,0,0,0,0
ENSG00000228184,0,0,0,0
ENSG00000228187,0,0,0,0
ENSG00000228189,0,0,0,0
ENSG00000228190,0,0,0,0
ENSG00000228191,0,0,0,0
ENSG00000228192,5,21,14,21
ENSG00000228193,0,0,0,0
ENSG00000228194,0,0,0,0
ENSG00000228195,0,0,0,0
ENSG00000228196,0,0,0,0
ENSG00000228198,0,0,0,0
ENSG00000228201,2,5,3,4
ENSG00000228203,3,2,1,0
ENSG00000228204,5,2,0,0
ENSG00000228205,3,0,20,7
ENSG00000228206,0,0,0,0
ENSG00000228207,0,0,0,0
ENSG00000228208,0,0,0,0
ENSG00000228209,0,0,0,0
ENSG00000228210,0,0,0,0
ENSG00000228211,0,0,0,0
ENSG00000228212,0,1,0,0
ENSG00000228213,0,0,0,0
ENSG00000228215,0,0,3,0
ENSG00000228216,0,0,0,0
ENSG00000228217,0,2,1,0
ENSG00000228218,2,1,5,1
ENSG00000228219,0,0,0,0
ENSG00000228221,2,2,2,0
ENSG00000228222,0,0,0,0
ENSG00000228223,4,26,8,41
ENSG00000228224,0,3,4,1
ENSG00000228225,0,0,0,0
ENSG00000228226,0,0,0,0
ENSG00000228229,0,0,0,0
ENSG00000228231,0,0,0,0
ENSG00000228232,12,249,1410,28
ENSG00000228234,0,0,0,0
ENSG00000228235,0,0,0,0
ENSG00000228236,2,0,2,10
ENSG00000228237,2,1,0,0
ENSG00000228238,1,0,0,0
ENSG00000228239,0,0,0,0
ENSG00000228240,0,0,0,0
ENSG00000228241,0,0,0,0
ENSG00000228242,12,8,4,15
ENSG00000228247,0,0,0,0
ENSG00000228248,0,0,0,0
ENSG00000228251,1,0,11,11
ENSG00000228252,1,0,1,2
ENSG00000228255,0,1,0,1
ENSG00000228257,0,0,0,0
ENSG00000228259,0,0,0,0
ENSG00000228261,0,1,0,2
ENSG00000228262,39,5,73,91
ENSG00000228264,0,0,3,1
ENSG00000228271,3,0,4,1
ENSG00000228272,0,0,1,0
ENSG00000228274,21,21,13,10
ENSG00000228275,0,0,0,0
ENSG00000228277,0,0,0,0
ENSG00000228278,72440,22298,82851,68992
ENSG00000228280,0,0,1,2
ENSG00000228283,0,0,0,0
ENSG00000228285,1,1,0,7
ENSG00000228286,0,0,0,0
ENSG00000228288,30,97,10,21
ENSG00000228289,0,0,0,0
ENSG00000228290,0,0,0,1
ENSG00000228291,15,1,15,64
ENSG00000228292,1,0,0,0
ENSG00000228293,0,0,0,0
ENSG00000228294,0,0,0,0
ENSG00000228295,0,0,0,0
ENSG00000228296,0,0,0,0
ENSG00000228300,1115,2767,2884,2726
ENSG00000228301,0,0,0,0
ENSG00000228302,6,8,1,1
ENSG00000228303,0,0,0,0
ENSG00000228304,0,0,0,0
ENSG00000228305,16,17,8,5
ENSG00000228307,0,0,0,0
ENSG00000228308,0,0,0,0
ENSG00000228309,0,1,0,0
ENSG00000228312,0,0,0,1
ENSG00000228314,0,1,0,0
ENSG00000228315,6,37,16,4
ENSG00000228316,0,0,0,0
ENSG00000228317,1,1,0,0
ENSG00000228318,1,1,0,0
ENSG00000228319,0,0,0,0
ENSG00000228322,1,0,2,1
ENSG00000228323,0,0,1,0
ENSG00000228325,0,0,0,0
ENSG00000228327,3,4,0,3
ENSG00000228328,0,1,0,0
ENSG00000228329,0,0,0,0
ENSG00000228330,0,3,2,0
ENSG00000228331,0,0,2,0
ENSG00000228334,0,0,0,0
ENSG00000228335,4,7,1,1
ENSG00000228336,0,0,0,0
ENSG00000228337,0,0,0,0
ENSG00000228338,0,0,0,0
ENSG00000228339,0,0,0,0
ENSG00000228340,2,0,3,4
ENSG00000228341,0,0,1,0
ENSG00000228343,30,27,27,56
ENSG00000228345,0,0,0,0
ENSG00000228347,3,4,2,5
ENSG00000228348,1,0,0,0
ENSG00000228349,0,0,1,0
ENSG00000228350,5,2,23,2
ENSG00000228351,0,0,0,0
ENSG00000228352,0,2,0,3
ENSG00000228353,1,0,1,0
ENSG00000228354,0,0,0,0
ENSG00000228355,0,0,0,0
ENSG00000228358,0,0,0,0
ENSG00000228360,0,0,0,0
ENSG00000228361,1,2,0,0
ENSG00000228363,8,3,0,2
ENSG00000228364,0,0,0,0
ENSG00000228365,0,0,0,0
ENSG00000228366,0,0,0,0
ENSG00000228367,0,0,0,0
ENSG00000228368,0,0,0,0
ENSG00000228369,0,0,0,0
ENSG00000228372,0,0,0,0
ENSG00000228373,0,0,2,0
ENSG00000228374,0,0,0,0
ENSG00000228375,0,0,0,0
ENSG00000228376,0,0,0,0
ENSG00000228379,0,0,0,0
ENSG00000228380,0,0,0,0
ENSG00000228382,0,0,0,1
ENSG00000228383,0,0,0,0
ENSG00000228384,0,0,1,0
ENSG00000228386,0,1,0,0
ENSG00000228391,0,0,0,0
ENSG00000228392,0,0,0,0
ENSG00000228393,17,17,14,7
ENSG00000228395,7,5,10,6
ENSG00000228397,0,1,4,3
ENSG00000228398,0,0,0,0
ENSG00000228399,2,0,5,1
ENSG00000228400,0,0,0,0
ENSG00000228401,1,11,31,28
ENSG00000228403,0,0,0,0
ENSG00000228404,0,0,0,0
ENSG00000228407,2,0,13,12
ENSG00000228408,0,1,1,0
ENSG00000228409,73,43,42,20
ENSG00000228410,0,0,0,0
ENSG00000228411,0,0,0,0
ENSG00000228412,0,0,0,2
ENSG00000228413,1,2,3,0
ENSG00000228414,0,1,0,0
ENSG00000228415,14,0,0,0
ENSG00000228417,0,0,0,0
ENSG00000228420,0,0,0,0
ENSG00000228421,0,0,0,0
ENSG00000228422,0,0,0,0
ENSG00000228423,0,0,0,0
ENSG00000228426,0,0,0,0
ENSG00000228427,4,4,16,6
ENSG00000228429,0,0,1,0
ENSG00000228430,17,3,0,0
ENSG00000228431,0,0,0,0
ENSG00000228432,3,0,0,0
ENSG00000228433,0,0,0,0
ENSG00000228434,2,2,4,3
ENSG00000228436,13,14,30,14
ENSG00000228437,0,0,0,0
ENSG00000228438,0,0,0,0
ENSG00000228439,10,6,27,14
ENSG00000228440,0,0,0,0
ENSG00000228444,0,2,2,0
ENSG00000228445,48,1,3,15
ENSG00000228446,2,0,0,0
ENSG00000228450,0,0,0,0
ENSG00000228451,21,6,3,34
ENSG00000228452,7,8,17,37
ENSG00000228453,0,0,0,0
ENSG00000228459,1,0,0,0
ENSG00000228460,0,0,0,0
ENSG00000228462,0,1,3,0
ENSG00000228463,3,5,2,0
ENSG00000228464,0,0,0,0
ENSG00000228465,0,0,0,0
ENSG00000228466,0,0,1,0
ENSG00000228467,0,0,0,0
ENSG00000228470,0,1,0,0
ENSG00000228471,0,0,0,0
ENSG00000228473,0,0,0,0
ENSG00000228474,2240,2644,5807,4653
ENSG00000228476,0,0,0,0
ENSG00000228477,9,6,1,2
ENSG00000228478,0,0,0,0
ENSG00000228480,0,0,0,0
ENSG00000228481,0,0,0,0
ENSG00000228482,0,0,0,0
ENSG00000228484,5,0,0,0
ENSG00000228485,0,0,0,0
ENSG00000228486,10,19,49,16
ENSG00000228487,2,0,0,0
ENSG00000228488,0,0,0,0
ENSG00000228489,0,0,0,0
ENSG00000228492,3,2,2,5
ENSG00000228495,4,5,1,0
ENSG00000228496,0,0,1,0
ENSG00000228499,0,0,0,1
ENSG00000228501,0,2,1,0
ENSG00000228502,18,8,35,88
ENSG00000228503,0,0,0,0
ENSG00000228504,0,0,0,0
ENSG00000228505,0,0,0,0
ENSG00000228506,7,5,23,19
ENSG00000228507,1,1,3,6
ENSG00000228509,7,4,0,0
ENSG00000228510,0,0,0,0
ENSG00000228513,0,1,0,1
ENSG00000228517,0,0,0,0
ENSG00000228518,0,0,0,0
ENSG00000228519,3,1,11,1
ENSG00000228521,0,0,0,0
ENSG00000228522,1,0,0,0
ENSG00000228523,0,0,0,1
ENSG00000228525,0,0,0,0
ENSG00000228526,2,5,0,0
ENSG00000228527,1,0,0,2
ENSG00000228528,0,0,0,0
ENSG00000228530,0,0,0,0
ENSG00000228532,2,0,0,2
ENSG00000228536,0,2,1,0
ENSG00000228538,0,0,0,0
ENSG00000228539,0,0,0,0
ENSG00000228540,3,5,1,3
ENSG00000228541,1,2,6,1
ENSG00000228543,0,1,0,0
ENSG00000228544,23,19,13,30
ENSG00000228546,1,0,0,1
ENSG00000228547,0,0,1,0
ENSG00000228548,0,0,1,0
ENSG00000228549,6,7,9,28
ENSG00000228550,0,0,0,0
ENSG00000228551,0,1,5,4
ENSG00000228553,0,0,0,0
ENSG00000228554,0,2,0,0
ENSG00000228557,0,0,0,0
ENSG00000228559,0,0,0,0
ENSG00000228560,1,1,0,2
ENSG00000228561,1,1,2,0
ENSG00000228563,0,0,0,0
ENSG00000228564,0,0,0,0
ENSG00000228566,0,0,0,0
ENSG00000228567,0,0,0,0
ENSG00000228568,0,0,0,0
ENSG00000228569,0,1,0,1
ENSG00000228570,0,3,3,0
ENSG00000228571,0,0,0,0
ENSG00000228572,2,0,0,1
ENSG00000228573,0,0,0,0
ENSG00000228577,0,0,0,0
ENSG00000228578,0,0,0,0
ENSG00000228585,0,0,0,0
ENSG00000228586,0,0,0,0
ENSG00000228587,0,0,0,0
ENSG00000228589,16,7,6,22
ENSG00000228590,0,0,0,0
ENSG00000228592,0,0,0,0
ENSG00000228593,0,0,0,0
ENSG00000228594,15,15,45,26
ENSG00000228595,0,0,0,0
ENSG00000228596,0,0,0,0
ENSG00000228597,0,0,0,0
ENSG00000228598,0,0,0,0
ENSG00000228599,0,0,1,1
ENSG00000228600,0,1,2,0
ENSG00000228601,0,0,0,0
ENSG00000228604,0,0,0,0
ENSG00000228606,8,20,16,12
ENSG00000228607,0,3,0,0
ENSG00000228610,0,0,0,0
ENSG00000228611,0,0,0,0
ENSG00000228612,0,0,0,0
ENSG00000228613,0,0,0,0
ENSG00000228614,0,0,1,0
ENSG00000228615,0,0,0,0
ENSG00000228618,0,0,0,0
ENSG00000228620,88,27,176,16
ENSG00000228622,0,0,0,0
ENSG00000228623,9,5,68,3
ENSG00000228624,1,3,8,2
ENSG00000228625,0,0,0,0
ENSG00000228626,0,1,0,0
ENSG00000228627,0,0,0,0
ENSG00000228629,0,0,0,0
ENSG00000228630,0,0,0,0
ENSG00000228634,0,0,0,1
ENSG00000228636,0,0,0,0
ENSG00000228638,59,54,73,68
ENSG00000228639,0,0,0,1
ENSG00000228643,0,0,1,0
ENSG00000228645,0,0,0,0
ENSG00000228646,0,0,0,0
ENSG00000228648,0,0,0,0
ENSG00000228649,0,8,10,23
ENSG00000228650,0,0,0,0
ENSG00000228651,13,312,0,0
ENSG00000228653,5,3,5,5
ENSG00000228655,0,0,1,0
ENSG00000228656,0,0,3,0
ENSG00000228657,0,0,1,0
ENSG00000228658,0,0,0,0
ENSG00000228659,0,0,0,0
ENSG00000228660,0,0,0,0
ENSG00000228661,9,8,10,14
ENSG00000228663,1,0,1,1
ENSG00000228664,0,0,0,0
ENSG00000228665,1,1,546,1
ENSG00000228666,0,1,0,1
ENSG00000228667,0,0,0,0
ENSG00000228668,0,0,0,0
ENSG00000228669,0,0,0,0
ENSG00000228670,0,0,0,0
ENSG00000228672,25,32,64,47
ENSG00000228674,0,0,0,0
ENSG00000228675,0,0,0,0
ENSG00000228677,1,0,1,0
ENSG00000228679,0,0,0,0
ENSG00000228680,0,0,0,0
ENSG00000228681,0,0,0,0
ENSG00000228683,0,2,0,0
ENSG00000228685,0,0,3,0
ENSG00000228686,3,0,7,6
ENSG00000228687,0,0,0,0
ENSG00000228688,0,0,0,0
ENSG00000228689,0,0,0,0
ENSG00000228692,0,0,3,0
ENSG00000228694,0,0,0,0
ENSG00000228695,144,641,99,77
ENSG00000228696,4,8,19,14
ENSG00000228697,4,31,1,18
ENSG00000228700,0,0,1,0
ENSG00000228701,2,1,10,5
ENSG00000228702,1,1,1,1
ENSG00000228703,0,0,0,0
ENSG00000228705,138,34,72,111
ENSG00000228707,0,0,0,0
ENSG00000228708,0,0,0,0
ENSG00000228709,138,112,87,61
ENSG00000228711,0,0,0,0
ENSG00000228714,37,0,72,0
ENSG00000228716,201,293,201,804
ENSG00000228717,0,0,0,0
ENSG00000228718,0,1,1,0
ENSG00000228719,0,1,0,1
ENSG00000228721,0,0,0,0
ENSG00000228723,0,0,0,0
ENSG00000228725,0,1,0,0
ENSG00000228727,4,4,3,1
ENSG00000228728,1,1,1,0
ENSG00000228729,0,1,0,0
ENSG00000228730,0,0,0,0
ENSG00000228734,0,0,0,0
ENSG00000228735,0,0,0,0
ENSG00000228737,1,2,2,3
ENSG00000228739,0,0,0,0
ENSG00000228740,0,0,0,0
ENSG00000228741,0,0,0,6
ENSG00000228742,0,0,2,0
ENSG00000228744,0,0,0,0
ENSG00000228748,2,1,0,1
ENSG00000228750,1,0,0,0
ENSG00000228751,0,0,0,6
ENSG00000228753,0,0,0,0
ENSG00000228754,0,0,0,1
ENSG00000228755,0,0,0,0
ENSG00000228757,0,0,0,0
ENSG00000228759,0,0,0,0
ENSG00000228763,0,0,0,0
ENSG00000228764,0,0,0,0
ENSG00000228766,0,1,0,0
ENSG00000228767,2,0,0,0
ENSG00000228768,0,0,0,0
ENSG00000228769,0,0,0,0
ENSG00000228770,0,0,0,0
ENSG00000228771,0,0,0,0
ENSG00000228772,0,0,0,0
ENSG00000228775,54,15,20,51
ENSG00000228776,0,0,0,0
ENSG00000228777,0,0,0,0
ENSG00000228778,0,0,0,0
ENSG00000228779,5,2,0,0
ENSG00000228780,0,0,0,0
ENSG00000228781,0,0,0,0
ENSG00000228782,18,19,68,14
ENSG00000228783,0,0,0,0
ENSG00000228784,0,2,0,2
ENSG00000228786,0,0,0,0
ENSG00000228787,0,0,0,1
ENSG00000228789,0,1,0,0
ENSG00000228790,0,0,0,0
ENSG00000228791,18,5,36,32
ENSG00000228792,0,0,1,0
ENSG00000228793,0,0,1,0
ENSG00000228794,103,248,292,402
ENSG00000228797,1,1,15,8
ENSG00000228799,0,0,0,0
ENSG00000228800,0,0,0,1
ENSG00000228801,33,15,42,35
ENSG00000228802,0,0,0,0
ENSG00000228803,0,0,0,0
ENSG00000228804,0,0,0,0
ENSG00000228806,0,0,0,0
ENSG00000228807,0,0,0,0
ENSG00000228808,0,0,0,0
ENSG00000228809,0,1,0,2
ENSG00000228810,0,0,0,0
ENSG00000228812,136,400,92,416
ENSG00000228814,0,0,0,0
ENSG00000228815,0,0,0,0
ENSG00000228816,0,1,0,0
ENSG00000228817,5,0,11,0
ENSG00000228818,3,2,0,4
ENSG00000228819,0,0,0,0
ENSG00000228820,0,0,2,0
ENSG00000228823,0,0,0,0
ENSG00000228824,2,2,0,5
ENSG00000228825,0,0,0,0
ENSG00000228826,68,7,57,102
ENSG00000228827,0,0,0,0
ENSG00000228828,0,0,0,0
ENSG00000228829,0,1,0,0
ENSG00000228830,0,0,0,0
ENSG00000228833,0,0,0,0
ENSG00000228834,1,1,2,1
ENSG00000228835,0,0,0,0
ENSG00000228836,0,0,0,0
ENSG00000228837,3,0,0,0
ENSG00000228838,0,0,0,0
ENSG00000228839,1,2,5,0
ENSG00000228842,0,0,0,28
ENSG00000228843,0,0,0,0
ENSG00000228844,0,0,0,0
ENSG00000228847,1,0,1,0
ENSG00000228848,0,0,0,0
ENSG00000228850,0,0,0,0
ENSG00000228851,0,0,0,1
ENSG00000228852,6,4,4,3
ENSG00000228853,0,0,0,0
ENSG00000228855,0,0,0,0
ENSG00000228856,0,0,0,0
ENSG00000228857,0,0,0,1
ENSG00000228860,0,0,0,0
ENSG00000228861,1,0,2,0
ENSG00000228862,0,0,0,0
ENSG00000228863,0,0,0,0
ENSG00000228868,0,0,0,2
ENSG00000228869,0,0,0,0
ENSG00000228872,0,0,0,0
ENSG00000228873,0,0,0,0
ENSG00000228874,0,0,0,0
ENSG00000228876,0,0,0,0
ENSG00000228877,0,0,0,0
ENSG00000228878,10,4,14,17
ENSG00000228879,1,1,0,0
ENSG00000228882,0,0,0,0
ENSG00000228884,0,0,0,0
ENSG00000228886,0,1,0,1
ENSG00000228887,6,6,18,16
ENSG00000228888,1,9,0,17
ENSG00000228889,14,11,73,51
ENSG00000228890,0,0,0,0
ENSG00000228897,0,0,0,0
ENSG00000228898,0,0,0,0
ENSG00000228901,0,0,0,0
ENSG00000228902,0,0,0,0
ENSG00000228903,113,25,67,74
ENSG00000228906,5,0,0,4
ENSG00000228909,0,0,0,0
ENSG00000228914,1,0,0,0
ENSG00000228915,0,0,1,2
ENSG00000228917,0,0,0,0
ENSG00000228918,25,18,0,8
ENSG00000228919,0,0,1,0
ENSG00000228922,0,0,0,0
ENSG00000228923,62,33,11,36
ENSG00000228925,1,2,0,2
ENSG00000228927,0,0,0,0
ENSG00000228928,0,0,0,0
ENSG00000228929,7,9,27,24
ENSG00000228930,0,2,0,0
ENSG00000228933,10,1,4,0
ENSG00000228935,0,0,0,0
ENSG00000228937,0,0,0,0
ENSG00000228938,1,1,2,0
ENSG00000228939,0,0,0,0
ENSG00000228940,3,0,2,0
ENSG00000228941,0,0,0,1
ENSG00000228943,0,0,0,0
ENSG00000228944,0,0,0,0
ENSG00000228945,0,0,0,0
ENSG00000228948,0,0,0,0
ENSG00000228949,0,0,0,0
ENSG00000228950,3,0,5,1
ENSG00000228951,0,0,24,4
ENSG00000228952,0,0,0,0
ENSG00000228953,0,0,0,0
ENSG00000228955,0,0,0,0
ENSG00000228956,4,5,4,4
ENSG00000228957,0,0,1,0
ENSG00000228958,0,0,0,0
ENSG00000228959,0,0,0,0
ENSG00000228960,6,13,11,1
ENSG00000228961,0,0,0,0
ENSG00000228963,0,0,0,0
ENSG00000228965,0,0,0,0
ENSG00000228966,69,0,0,0
ENSG00000228968,0,0,0,0
ENSG00000228970,0,0,0,0
ENSG00000228971,0,4,0,0
ENSG00000228973,0,0,0,0
ENSG00000228974,0,0,0,0
ENSG00000228976,0,0,0,0
ENSG00000228979,0,0,0,1
ENSG00000228980,0,0,0,6
ENSG00000228981,2,3,4,4
ENSG00000228982,0,0,0,0
ENSG00000228983,10,5,6,5
ENSG00000228984,0,0,0,0
ENSG00000228985,0,0,0,0
ENSG00000228986,0,2,0,0
ENSG00000228988,0,0,0,0
ENSG00000228992,0,0,0,1
ENSG00000228995,0,0,0,0
ENSG00000228997,1,0,0,0
ENSG00000228998,0,0,0,0
ENSG00000228999,0,0,0,0
ENSG00000229000,0,0,0,1
ENSG00000229001,0,0,0,0
ENSG00000229002,0,0,0,0
ENSG00000229005,31,160,356,1051
ENSG00000229007,1,3,0,1
ENSG00000229009,0,0,0,0
ENSG00000229010,0,0,0,0
ENSG00000229011,0,0,0,0
ENSG00000229012,0,0,0,0
ENSG00000229013,0,0,0,0
ENSG00000229014,0,0,0,0
ENSG00000229015,0,0,1,0
ENSG00000229016,0,0,0,0
ENSG00000229017,1,13,5,17
ENSG00000229018,1,1,0,1
ENSG00000229019,0,0,0,0
ENSG00000229020,2,1,0,1
ENSG00000229021,1,0,2,0
ENSG00000229022,0,0,0,1
ENSG00000229023,0,1,0,0
ENSG00000229025,0,0,0,0
ENSG00000229027,0,0,0,0
ENSG00000229028,0,0,0,0
ENSG00000229029,0,1,0,0
ENSG00000229030,0,0,0,0
ENSG00000229031,1,0,0,0
ENSG00000229032,0,0,0,0
ENSG00000229035,0,0,0,0
ENSG00000229036,18,39,11,45
ENSG00000229037,2,2,10,7
ENSG00000229042,0,0,0,0
ENSG00000229043,76,135,233,71
ENSG00000229044,0,0,0,0
ENSG00000229046,0,0,0,0
ENSG00000229047,0,0,0,0
ENSG00000229048,0,0,0,0
ENSG00000229051,0,0,0,0
ENSG00000229052,0,1,66,1
ENSG00000229054,0,0,0,0
ENSG00000229056,0,1,2,3
ENSG00000229057,7,3,2,0
ENSG00000229060,0,0,0,0
ENSG00000229063,0,0,0,0
ENSG00000229064,0,0,0,0
ENSG00000229065,0,0,0,0
ENSG00000229066,0,0,0,0
ENSG00000229067,0,0,0,0
ENSG00000229068,0,0,0,0
ENSG00000229072,0,1,0,0
ENSG00000229079,0,0,0,0
ENSG00000229080,0,0,0,0
ENSG00000229081,0,0,0,1
ENSG00000229082,2,0,0,0
ENSG00000229083,0,0,0,0
ENSG00000229086,0,0,0,0
ENSG00000229087,0,0,0,0
ENSG00000229088,0,0,0,0
ENSG00000229089,0,0,0,0
ENSG00000229090,0,0,0,0
ENSG00000229091,0,0,0,2
ENSG00000229092,1,0,1,3
ENSG00000229093,0,0,0,0
ENSG00000229097,2,4,0,1
ENSG00000229101,0,0,0,0
ENSG00000229102,0,0,0,1
ENSG00000229104,0,0,0,0
ENSG00000229105,0,0,2,0
ENSG00000229106,0,0,1,0
ENSG00000229107,0,0,1,0
ENSG00000229108,4,0,0,0
ENSG00000229109,1,1,2,3
ENSG00000229110,0,0,0,0
ENSG00000229111,3,1,0,1
ENSG00000229112,0,0,0,0
ENSG00000229115,0,0,0,0
ENSG00000229116,1,5,2,11
ENSG00000229117,1854,2254,10675,9311
ENSG00000229118,0,0,0,0
ENSG00000229119,11,12,144,51
ENSG00000229120,0,0,0,0
ENSG00000229122,0,4,3,5
ENSG00000229124,3,4,14,18
ENSG00000229127,1,1,1,5
ENSG00000229129,0,0,0,0
ENSG00000229131,3,0,12,0
ENSG00000229132,3,3,1,6
ENSG00000229133,2,3,6,5
ENSG00000229138,0,0,0,0
ENSG00000229140,0,1,0,6
ENSG00000229142,0,0,0,0
ENSG00000229143,0,0,0,0
ENSG00000229145,0,0,0,2
ENSG00000229146,0,0,0,0
ENSG00000229147,0,0,0,0
ENSG00000229150,0,0,0,0
ENSG00000229151,0,0,0,3
ENSG00000229152,24,27,5,13
ENSG00000229153,11,2,65,0
ENSG00000229154,0,0,0,1
ENSG00000229155,3,4,2,0
ENSG00000229156,0,0,0,1
ENSG00000229159,0,0,0,0
ENSG00000229160,0,0,0,0
ENSG00000229161,1,1,0,0
ENSG00000229162,0,0,0,0
ENSG00000229163,0,0,0,0
ENSG00000229165,0,0,0,0
ENSG00000229167,1,1,1,0
ENSG00000229168,0,0,0,0
ENSG00000229169,0,0,0,0
ENSG00000229172,0,0,0,0
ENSG00000229173,0,0,0,0
ENSG00000229175,0,0,0,0
ENSG00000229177,0,1,1,2
ENSG00000229178,1,0,4,3
ENSG00000229180,111,77,85,67
ENSG00000229182,0,0,0,0
ENSG00000229183,0,0,0,0
ENSG00000229184,0,1,1,1
ENSG00000229186,0,0,0,0
ENSG00000229188,0,0,0,0
ENSG00000229190,0,0,0,0
ENSG00000229191,0,0,3,0
ENSG00000229192,0,0,0,0
ENSG00000229195,0,0,1,0
ENSG00000229196,0,1,4,1
ENSG00000229197,0,0,0,0
ENSG00000229201,0,0,0,0
ENSG00000229203,0,0,0,0
ENSG00000229204,5,9,3,30
ENSG00000229205,1,0,0,0
ENSG00000229206,0,0,0,0
ENSG00000229207,0,0,0,0
ENSG00000229208,0,0,0,0
ENSG00000229209,0,0,0,0
ENSG00000229211,0,0,0,0
ENSG00000229212,1,1,0,0
ENSG00000229213,0,0,0,0
ENSG00000229214,56,57,141,126
ENSG00000229217,0,0,0,0
ENSG00000229220,12,2,0,3
ENSG00000229221,2,0,0,0
ENSG00000229222,3,4,5,1
ENSG00000229224,0,0,0,0
ENSG00000229225,0,0,0,0
ENSG00000229226,0,0,0,0
ENSG00000229227,0,1,2,0
ENSG00000229228,0,0,2,4
ENSG00000229229,0,0,0,0
ENSG00000229230,0,0,1,11
ENSG00000229231,0,0,0,0
ENSG00000229232,0,0,0,0
ENSG00000229233,0,0,0,0
